attack_method,dataset,number,ground_truth,software_output,BLEU,Meteor,BERTScore,InferSent,InferSent_dis,SBERT,SBERT_dis,SimCSE,SimCSE_dis,NC,NBC,TKNC,BKNC,SemEval,SynEval,,adv_text,ori_text,fluency,consistency,label,difficulty
bae,mnli,79,0,2,0.645565161,0.83932977,0.91046184,0.86792874,1.256334295,0.88644415,2.909282718,0.7691336,0.679509204,0.453525641,0.84364984,0.884214744,0.87900641,0.680551104,0.098367078,,[[[[Premise]]]]: 5 are [[well]] correlated during summer months in some [[units]].>>>>[[[[Hypothesis]]]]: [[c]] is correlated to the summer in all areas.  ,[[[[Premise]]]]: 5 are [[highly]] correlated during summer months in some [[areas]].>>>>[[[[Hypothesis]]]]: [[Nothing]] is correlated to the summer in all areas.  ,3.25,1.6666666666666667,2.0,3.0
alzantot,mnli,177,1,0,0.849232664,0.940257353,0.92642033,0.8601375,1.14095699,0.8954796,2.593540992,0.88548255,0.47857593,0.467447917,0.843048878,0.900641026,0.905048077,0.655075848,0.278966292,,[[[[Premise]]]]: It was going to be a hot day. >>>>[[[[Hypothesis]]]]: It was going to get very [[lukewarm]] that day.,[[[[Premise]]]]: It was going to be a hot day. >>>>[[[[Hypothesis]]]]: It was going to get very [[warm]] that day.,3.0,3.0,0.0,3.6666666666666665
bae,mnli,229,1,2,0.861766013,0.933163265,0.961255,0.9481824,0.872397638,0.89746094,2.537372519,0.9023613,0.441902066,0.465745192,0.845352564,0.944310897,0.944711538,0.798752546,0.219341248,,"[[[[Premise]]]]: Rather, kids today are not only little bundles of joy but also are perhaps the ultimate symbols of worldly success and [[joy]].>>>>[[[[Hypothesis]]]]: [[women]] today are symbols of success and status.","[[[[Premise]]]]: Rather, kids today are not only little bundles of joy but also are perhaps the ultimate symbols of worldly success and [[status]].>>>>[[[[Hypothesis]]]]: [[Children]] today are symbols of success and status.",4.0,1.6666666666666667,2.0,3.25
pso,mnli,163,1,0,0.658037006,0.865451389,0.894068,0.7878749,1.340103287,0.96508,1.589477368,0.8017912,0.629617105,0.463040865,0.843149038,0.886217949,0.890625,0.740962553,0.219580557,,[[[[Premise]]]]: Number of testimonies>>>>[[[[Hypothesis]]]]: There are a [[scanty]] of testimonials. ,[[[[Premise]]]]: Number of testimonies>>>>[[[[Hypothesis]]]]: There are a [[number]] of testimonials. ,1.25,1.0,2.0,3.6666666666666665
alzantot,mnli,232,0,2,0.749741359,0.920762621,0.8982977,0.9434258,0.991926642,0.8089065,2.774954877,0.88681084,0.475792426,0.461237981,0.845152244,0.916266026,0.922275641,0.791184896,0.131701464,,[[[[Premise]]]]: if it had [[liked]] any more in the last two weeks instead of planting Saint Augustine grass in the front yard i [[reckon]] i would have plowed [[everthing]] under and had a rice field>>>>[[[[Hypothesis]]]]: It's beed super [[drier]].,[[[[Premise]]]]: if it had [[rained]] any more in the last two weeks instead of planting Saint Augustine grass in the front yard i [[think]] i would have plowed [[everything]] under and had a rice field>>>>[[[[Hypothesis]]]]: It's beed super [[dry]].,1.0,1.6666666666666667,0.0,2.5
checklist,mnli,200,2,0,0.863570768,0.934256454,0.9417855,0.9731847,0.700318141,0.96081007,1.468070615,0.9196559,0.400859363,0.469250801,0.842047276,0.920272436,0.910657051,0.798086584,0.220577982,,"[[[[Premise]]]]: In 1998, Cesar Chavez fasted for 36 days in California to underscore the dangers of pesticides to farm workers and their children.>>>>[[[[Hypothesis]]]]: [[Gena]] [[Ferrari]] fast brought media attention to the problem.","[[[[Premise]]]]: In 1998, Cesar Chavez fasted for 36 days in California to underscore the dangers of pesticides to farm workers and their children.>>>>[[[[Hypothesis]]]]: [[Cesar]] [[Chavez's]] fast brought media attention to the problem.",3.3333333333333335,1.5,1.0,4.0
bae,mnli,210,1,2,0.709421401,0.943675509,0.9574423,0.956234,0.627226818,0.86735207,3.145420528,0.9579387,0.290039046,0.458333333,0.841646635,0.966746795,0.96474359,0.874676299,0.204872794,,[[[[Premise]]]]: okay what [[method]] of music do you like to listen to>>>>[[[[Hypothesis]]]]: what [[kinds]] of music do you like?,[[[[Premise]]]]: okay what [[types]] of music do you like to listen to>>>>[[[[Hypothesis]]]]: what [[kind]] of music do you like?,3.0,3.75,1.0,3.0
pso,mnli,387,0,1,0.893412067,0.975320361,0.9660852,0.9813191,0.580748099,0.9697149,1.174471129,0.94937885,0.318185966,0.458133013,0.844751603,0.969951923,0.966346154,0.880756372,0.191251592,,[[[[Premise]]]]: The Wall Street Journal Business Bulletin has a fact that dramatizes how profoundly well-off this country is--Americans throw out approximately 12 percent of the stuff they buy at the supermarket.>>>>[[[[Hypothesis]]]]: Americans just [[hold]] away 12 percent of what they buy at [[vapour]] stations.,[[[[Premise]]]]: The Wall Street Journal Business Bulletin has a fact that dramatizes how profoundly well-off this country is--Americans throw out approximately 12 percent of the stuff they buy at the supermarket.>>>>[[[[Hypothesis]]]]: Americans just [[throw]] away 12 percent of what they buy at [[gas]] stations.,2.25,2.3333333333333335,1.0,3.25
alzantot,mnli,214,0,2,0.733202342,0.87107438,0.9302191,0.9367011,0.862362458,0.9265304,1.971356453,0.9368558,0.355370863,0.461838942,0.844751603,0.944711538,0.9375,0.892065454,0.124658468,,[[[[Premise]]]]: and for [[usual]] readers who are a bit confused about our schedule (and who can blame them?)>>>>[[[[Hypothesis]]]]: who can [[guilt]] who greatly [[cherishes]] our schedule?,[[[[Premise]]]]: and for [[regular]] readers who are a bit confused about our schedule (and who can blame them?)>>>>[[[[Hypothesis]]]]: who can [[blame]] who greatly [[appreciates]] our schedule?,2.0,2.0,2.0,2.0
pso,mnli,311,1,2,0.931838481,0.971496599,0.97435224,0.9395162,0.778258722,0.9785738,0.863848843,0.90068346,0.44568288,0.454527244,0.84375,0.953525641,0.949919872,0.746428019,0.345648435,,[[[[Premise]]]]: The Commission's analysis uses both quantifiable and general descriptions of the effects of the rule on small entities.>>>>[[[[Hypothesis]]]]: The analysis done by the Commission uses quantifiable and general descriptions of how the [[courtroom]] affects small entities.,[[[[Premise]]]]: The Commission's analysis uses both quantifiable and general descriptions of the effects of the rule on small entities.>>>>[[[[Hypothesis]]]]: The analysis done by the Commission uses quantifiable and general descriptions of how the [[rule]] affects small entities.,3.0,3.75,1.0,2.0
alzantot,mnli,187,2,0,0.776545356,0.899382716,0.8992126,0.87182045,1.226483888,0.90813524,2.167478623,0.8523437,0.54342683,0.461338141,0.843349359,0.897035256,0.903445513,0.746585974,0.228037106,,"[[[[Premise]]]]: As [[nigger]] as it is, Heathers has the same theme as the Ringwald/Cusack movies.>>>>[[[[Hypothesis]]]]: Heathers was a [[wondrous]] dark [[parody]] ","[[[[Premise]]]]: As [[black]] as it is, Heathers has the same theme as the Ringwald/Cusack movies.>>>>[[[[Hypothesis]]]]: Heathers was a [[wonderful]] dark [[comedy]] ",2.6666666666666665,3.6666666666666665,2.0,2.0
pso,mnli,195,0,2,0.80032032,0.920940171,0.9080105,0.9653656,0.69264987,0.92174566,2.462176953,0.84163165,0.562793597,0.462740385,0.844050481,0.931490385,0.938701923,0.823741138,0.183763653,,[[[[Premise]]]]: I nodded again.>>>>[[[[Hypothesis]]]]: I did not have any [[backlash]] to what was said.,[[[[Premise]]]]: I nodded again.>>>>[[[[Hypothesis]]]]: I did not have any [[reaction]] to what was said.,3.3333333333333335,2.5,1.0,3.0
pso,mnli,394,2,0,0.726540782,0.88335458,0.8932326,0.87573475,1.167381722,0.9331808,2.046249648,0.9264958,0.383416927,0.459435096,0.845552885,0.923076923,0.930689103,0.838864881,0.172249265,,[[[[Premise]]]]: Interesting Conflict Over Conflict of Interest>>>>[[[[Hypothesis]]]]: There is a [[exuberant]] conflict of [[supremacy]] between the president and his nominee.,[[[[Premise]]]]: Interesting Conflict Over Conflict of Interest>>>>[[[[Hypothesis]]]]: There is a [[huge]] conflict of [[interest]] between the president and his nominee.,2.6666666666666665,3.3333333333333335,2.0,3.6666666666666665
