attack_method,dataset,number,ground_truth,software_output,BLEU,Meteor,BERTScore,InferSent,InferSent_dis,SBERT,SBERT_dis,SimCSE,SimCSE_dis,NC,NBC,TKNC,BKNC,SemEval,SynEval,,adv_text,ori_text,consistency,fluency,label,difficulty
bae,yelp,227,0,1,0.962654399,0.983146645,0.9617352,0.99418765,0.529743593,0.93954265,1.350773887,0.9485188,0.320877388,0.457331731,0.833433494,0.763221154,0.755608974,0.848758665,0.224888925,,"I am very [[pleased]] and angry with the way the general [[manage]], Jerry, treated me at this Taco Bell. He called me a liar and humiliated me in [[fear]] of neighbors and customers who happened to be [[hitting]] the restaurant at the same time. He should be [[disciplined]] for his treatment and mismanagement of a long-time [[client]], such as myself.   This is the situation: [[previous]] week I placed a sizable order through their drive-thru and when I [[became]] home, [[one]] of the items that I special ordered were made [[instead]]. I live about 20 minutes drive away and did not feel like going all the [[road]] back out just for two items, and in addition to the [[road]] and gas cost, I am also handicapped and it is difficult for me to get out and [[wait]]. I called the location and explained the [[situation]] to the person on the phone who stated they were the manager, who apologized and asked if I could come back to have the items remade. I explained that it was a 20 minute drive each way and I was handicapped and would prefer not to have to go back out that late at night. The manager said no problem and told me they would write my name down so I could have the two items replaced on my next  visit.   On Feb 13th, about a week after the initial incident, I went into the store to request my two items that were to be replaced on my next visit. After waiting for almost 10 minutes to speak to a manager, I was finally able to speak to a female manager who was clearly not the person in charge because she said she was unable to find my name in their ""book"" and told me I would have to speak to the general manager Jerry. I watched the woman I spoke with go back to making food, and I could see her speaking to a gentleman across the line from her, who I later found out was the general manager, Jerry. After she spoke to him and told him that I was waiting in the front to speak with him, he continued to make food for at least 7 more minutes before he decided to grace me with his presence. Meanwhile, I am standing in the front of the store, having issues because I walk with a cane and cannot stand for long. After several minutes and seeing that he clearly did not care if I was attended to or not, I had to sit down and wait because I could no longer stand.   After about 7-8 minutes (17-18 total minutes from the time I entered the store and asked to speak to a manager) Jerry finally came up to the front. I explained what happened and that the female manager was unable to find my name in their book. At that point, without even looking in the ""book"" himself, Jerry said, ""I'm sorry, your name is not in the book so there is nothing I can do for you."" I replied, ""Ok, so, are you saying that you are not going to replace my items that were incorrectly made? He responded, ""That's right!"" I was really aggravated at this point. I had stood there and waited  almost 20 minutes for this! I said, ""I am really angry that you wasted my time like this, it is the responsibility of the store to write down this information and not my fault that someone did not do their job."" He replied, "" If it isn't in here, then you didn't call. You could be lying just to get free food for all I know. How am I supposed to know it actually happened the way you said it did?"" I WAS LIVID!!!!!!!! To make matters worse, my neighbors were standing there because they happened to be visiting the restaurant at the same time. I was furious and humiliated. I told him, ""Just forget about it, I will take this up with your manager."" I asked for his name and left. As I was walking out the door, I turned around to see him laughing! This is absolutely inexcusable behavior for any employee, let alone a general manager!  I went home and called to make a formal complaint about this to his district manager. I hope they do something about this man! How dare he insinuate that I would lie and make up a story to get two measly food items free when I had to drive 20 minutes each way and spend at least $10 in gas to get there! Never again. As long as this man is working at this restaurant, I will never return. I can almost guarantee you that I am not the only person he has mistreated and I won't be the last. People like that have a sense of entitlement and an attitude that berates others and empowers only his own self-inflated ego.","I am very [[disappointed]] and angry with the way the general [[manager]], Jerry, treated me at this Taco Bell. He called me a liar and humiliated me in [[front]] of neighbors and customers who happened to be [[visiting]] the restaurant at the same time. He should be [[reprimanded]] for his treatment and mismanagement of a long-time [[customer]], such as myself.   This is the situation: [[Last]] week I placed a sizable order through their drive-thru and when I [[got]] home, [[two]] of the items that I special ordered were made [[incorrectly]]. I live about 20 minutes drive away and did not feel like going all the [[way]] back out just for two items, and in addition to the [[drive]] and gas cost, I am also handicapped and it is difficult for me to get out and [[go]]. I called the location and explained the [[mishap]] to the person on the phone who stated they were the manager, who apologized and asked if I could come back to have the items remade. I explained that it was a 20 minute drive each way and I was handicapped and would prefer not to have to go back out that late at night. The manager said no problem and told me they would write my name down so I could have the two items replaced on my next  visit.   On Feb 13th, about a week after the initial incident, I went into the store to request my two items that were to be replaced on my next visit. After waiting for almost 10 minutes to speak to a manager, I was finally able to speak to a female manager who was clearly not the person in charge because she said she was unable to find my name in their ""book"" and told me I would have to speak to the general manager Jerry. I watched the woman I spoke with go back to making food, and I could see her speaking to a gentleman across the line from her, who I later found out was the general manager, Jerry. After she spoke to him and told him that I was waiting in the front to speak with him, he continued to make food for at least 7 more minutes before he decided to grace me with his presence. Meanwhile, I am standing in the front of the store, having issues because I walk with a cane and cannot stand for long. After several minutes and seeing that he clearly did not care if I was attended to or not, I had to sit down and wait because I could no longer stand.   After about 7-8 minutes (17-18 total minutes from the time I entered the store and asked to speak to a manager) Jerry finally came up to the front. I explained what happened and that the female manager was unable to find my name in their book. At that point, without even looking in the ""book"" himself, Jerry said, ""I'm sorry, your name is not in the book so there is nothing I can do for you."" I replied, ""Ok, so, are you saying that you are not going to replace my items that were incorrectly made? He responded, ""That's right!"" I was really aggravated at this point. I had stood there and waited  almost 20 minutes for this! I said, ""I am really angry that you wasted my time like this, it is the responsibility of the store to write down this information and not my fault that someone did not do their job."" He replied, "" If it isn't in here, then you didn't call. You could be lying just to get free food for all I know. How am I supposed to know it actually happened the way you said it did?"" I WAS LIVID!!!!!!!! To make matters worse, my neighbors were standing there because they happened to be visiting the restaurant at the same time. I was furious and humiliated. I told him, ""Just forget about it, I will take this up with your manager."" I asked for his name and left. As I was walking out the door, I turned around to see him laughing! This is absolutely inexcusable behavior for any employee, let alone a general manager!  I went home and called to make a formal complaint about this to his district manager. I hope they do something about this man! How dare he insinuate that I would lie and make up a story to get two measly food items free when I had to drive 20 minutes each way and spend at least $10 in gas to get there! Never again. As long as this man is working at this restaurant, I will never return. I can almost guarantee you that I am not the only person he has mistreated and I won't be the last. People like that have a sense of entitlement and an attitude that berates others and empowers only his own self-inflated ego.",4.0,4.25,0.0,5.0
bae,yelp,358,0,1,0.962814181,0.983325254,0.99044454,0.99412686,0.419787466,0.99660546,0.312106659,0.99367046,0.112512118,0.448417468,0.838241186,0.717548077,0.708333333,0.73009091,0.188449427,,"One word: Molasses! This location is [[only]] slow around lunch. I came in with 6 of my co-workers on a Thursday around 11am. There were probably around 2 or 3 tables with people at the time.  We were seated promptly and our orders were taken in a timely matter. It took a little over an hour for our food to arrive, and 2 of the 7 dishes were ice cold. The cashier did remove the items from our bill, which was nice. I don't want to be completely negative, so I will say I ordered the mini chicken artichoke pizza which was extremely tasty. Claim Jumper is fine.. chain food, huge portions. I would just [[enjoy]] this location during lunch.","One word: Molasses! This location is [[extremely]] slow around lunch. I came in with 6 of my co-workers on a Thursday around 11am. There were probably around 2 or 3 tables with people at the time.  We were seated promptly and our orders were taken in a timely matter. It took a little over an hour for our food to arrive, and 2 of the 7 dishes were ice cold. The cashier did remove the items from our bill, which was nice. I don't want to be completely negative, so I will say I ordered the mini chicken artichoke pizza which was extremely tasty. Claim Jumper is fine.. chain food, huge portions. I would just [[avoid]] this location during lunch.",1.6666666666666667,4.0,1.0,2.6666666666666665
bae,yelp,305,0,1,0.840847028,0.926288764,0.9456622,0.971656,0.701188013,0.977665,0.921101663,0.9306093,0.37253397,0.445512821,0.841245994,0.508012821,0.512820513,0.75856005,0.125434598,,"I [[i]] think I will go here again. The menu is pretty slim, the cuban sandwich was on bread that was not firm enough and they used processed cheese. The service was [[excellent]] it was just not [[bad]] food for me.","I [[dont]] think I will go here again. The menu is pretty slim, the cuban sandwich was on bread that was not firm enough and they used processed cheese. The service was [[good]] it was just not [[good]] food for me.",1.6666666666666667,2.3333333333333335,1.0,2.5
bae,yelp,350,1,0,0.785552429,0.912273243,0.93799424,0.9162139,1.127291125,0.97284347,1.084597459,0.90327543,0.43982878,0.447716346,0.837540064,0.507612179,0.490384615,0.825590605,0.150949293,,I got two pairs of shoes fixed here recently and I was very [[excited]] with the work done and the cost.  It is a [[small]] little business to have in the neighborhood!  Make [[whoever]] you call and check their hours... Saturdays are [[hardly]] your best bet.,I got two pairs of shoes fixed here recently and I was very [[pleased]] with the work done and the cost.  It is a [[great]] little business to have in the neighborhood!  Make [[sure]] you call and check their hours... Saturdays are [[probably]] your best bet.,3.3333333333333335,3.0,1.0,4.333333333333333
pso,yelp,399,1,0,0.975423814,0.989356782,0.99146515,0.9945164,0.37314468,0.99399894,0.415368959,0.99746454,0.071211237,0.449819712,0.841846955,0.547275641,0.556891026,0.88574518,0.198091763,,"Love the location [[badly]] when the ice skating rink is up and running. Sitting on the patio is pretty chill watching all the people happily skating around. Every time I have come for happy hour drinks with or without snacks, there is some kind of hassle ordering-- can't find wine, or glasses or how to ring it up on cash register, but I keep coming back because it is  a relaxing place to hang out without a ton of creeps--- it is what is is and for the most part it is just fine.","Love the location [[especially]] when the ice skating rink is up and running. Sitting on the patio is pretty chill watching all the people happily skating around. Every time I have come for happy hour drinks with or without snacks, there is some kind of hassle ordering-- can't find wine, or glasses or how to ring it up on cash register, but I keep coming back because it is  a relaxing place to hang out without a ton of creeps--- it is what is is and for the most part it is just fine.",2.0,2.25,0.0,3.0
bae,yelp,392,1,0,0.863808547,0.955211066,0.97559184,0.9925219,0.460333575,0.9892833,0.572906002,0.96008635,0.282537481,0.450320513,0.83984375,0.641826923,0.66025641,0.868582249,0.206452028,,"This is a good, clean place if you want some Vietnamese food.  I am not a huge fan of their pho (and I've lived in Los Angeles and San Diego where I have been exposed to amazing pho), but the rest of their food is [[okay]].  I specifically love the S5 which is the egg noodle soup with duck. I have had this dish at many other [[place]] and never has it been as good as it is here because most other places make it too sweet.  The service here is also [[okay]], and I have met the owner and his wife on several occasions and both are [[not]] great people and really care about their customers. Ingredients are [[slightly]] fresh such as the jalapenos and basil given on the side. [[plus]] there are TVs if you [[desire]] to [[come]] by during a game that you don't [[care]] to miss.","This is a good, clean place if you want some Vietnamese food.  I am not a huge fan of their pho (and I've lived in Los Angeles and San Diego where I have been exposed to amazing pho), but the rest of their food is [[good]].  I specifically love the S5 which is the egg noodle soup with duck. I have had this dish at many other [[places]] and never has it been as good as it is here because most other places make it too sweet.  The service here is also [[great]], and I have met the owner and his wife on several occasions and both are [[really]] great people and really care about their customers. Ingredients are [[always]] fresh such as the jalapenos and basil given on the side. [[And]] there are TVs if you [[want]] to [[stop]] by during a game that you don't [[want]] to miss.",2.75,2.3333333333333335,1.0,2.75
bae,yelp,263,0,1,0.948156122,0.976447534,0.98465484,0.99109125,0.445750211,0.9861003,0.664593686,0.962738,0.272991185,0.444310897,0.841145833,0.701923077,0.685096154,0.757970819,0.227364138,,"The food here was good, but the prices are [[fair]].  I am by no means stingy, and I was expecting to pay a little more for a gourmet pizza... But $17 for a 12"" diameter pizza with a couple pieces of prosciutto on top? Never again. It's a [[relief]], because I did like the pizza and it would be nice to have a good Italian-style pizza every once in a while.  The gelato is really good, so I'll just stick to that in the future.","The food here was good, but the prices are [[outrageous]].  I am by no means stingy, and I was expecting to pay a little more for a gourmet pizza... But $17 for a 12"" diameter pizza with a couple pieces of prosciutto on top? Never again. It's a [[shame]], because I did like the pizza and it would be nice to have a good Italian-style pizza every once in a while.  The gelato is really good, so I'll just stick to that in the future.",2.0,2.6666666666666665,1.0,2.0
alzantot,yelp,374,1,0,0.66520499,0.782267116,0.8819153,0.8320878,1.383943514,0.838686,3.987784135,0.77821165,0.666015547,0.454026442,0.829226763,0.532051282,0.556891026,0.416377991,0.167170418,,This is the best breakfast place in Scottsdale. [[Better]] [[spaghetti]] [[permanently]].,This is the best breakfast place in Scottsdale. [[Best]] [[sandwiches]] [[ever]].,2.25,3.6666666666666665,1.0,4.333333333333333
alzantot,yelp,195,1,0,0.896908659,0.95102543,0.97853994,0.9772561,0.640191428,0.9481945,1.370843575,0.98091066,0.195393929,0.449919872,0.839142628,0.67588141,0.672275641,0.887121117,0.173023681,,I [[overheard]] good and bad stuff about Paris Hotel & Casino.  I was there for Weds and Thursday this week.  My [[hunch]] is that Paris is a good hotel and there service was good.  Paris Hotel is not a huge Hotel & Casino but still big enough .  Next time when you are in Vegas go check out [[Parisian]] Las Vegas Hotel & Casino.,I [[heard]] good and bad stuff about Paris Hotel & Casino.  I was there for Weds and Thursday this week.  My [[feeling]] is that Paris is a good hotel and there service was good.  Paris Hotel is not a huge Hotel & Casino but still big enough .  Next time when you are in Vegas go check out [[Paris]] Las Vegas Hotel & Casino.,4.25,3.3333333333333335,1.0,3.6666666666666665
alzantot,yelp,62,1,0,0.791261986,0.85515873,0.8937002,0.9282132,0.928619996,0.9305249,2.236860631,0.9459497,0.328786837,0.454627404,0.836838942,0.508814103,0.508012821,0.845774579,0.179353777,,"[[Grand]] coffee, vibe, and [[nourishment]].   TERRIBLE parking, take the light rail if you can!","[[Great]] coffee, vibe, and [[food]].   TERRIBLE parking, take the light rail if you can!",5.0,3.6666666666666665,1.0,3.3333333333333335
pso,yelp,311,1,0,0.906187443,0.961292308,0.97830814,0.9470687,0.944735156,0.9424488,1.864027706,0.8482593,0.550891342,0.459134615,0.839443109,0.469951923,0.467548077,0.538302672,0.185420357,,Love coming here to play frisbee golf with friends.  Very close to the University area is a plus.  This is a [[terrible]] park for all ages.,Love coming here to play frisbee golf with friends.  Very close to the University area is a plus.  This is a [[great]] park for all ages.,1.0,2.6666666666666665,1.0,2.0
pso,yelp,345,1,0,0.909593063,0.959722222,0.9781838,0.9823708,0.433700147,0.97451395,1.097777712,0.94852346,0.320862888,0.448617788,0.841245994,0.604567308,0.596153846,0.740311223,0.191554724,,"Chicken burritttoooooo! Since this one is in the Marketplace, it's pretty much always busy. They are [[below]] good at getting you in and out though.","Chicken burritttoooooo! Since this one is in the Marketplace, it's pretty much always busy. They are [[still]] good at getting you in and out though.",1.6666666666666667,3.5,0.0,2.5
pso,yelp,94,1,0,0.966085429,0.985060921,0.98829466,0.9977443,0.209948021,0.98981774,0.536426878,0.99686015,0.079244362,0.440705128,0.834334936,0.489983974,0.491185897,0.892549312,0.223667601,,"I've been going to this tanning salon for over a year.. the service is great and there's never a long wait time. Even after having a membership here for so long, I'm [[allegedly]] wowed by the customer service every time I go in.. Especially from Jill. She always remembers my name and takes time to make sure I understand all the different beds and packages they offer.","I've been going to this tanning salon for over a year.. the service is great and there's never a long wait time. Even after having a membership here for so long, I'm [[still]] wowed by the customer service every time I go in.. Especially from Jill. She always remembers my name and takes time to make sure I understand all the different beds and packages they offer.",3.6666666666666665,4.666666666666667,1.0,4.333333333333333
bae,yelp,141,1,0,0.981715935,0.992479477,0.99806523,0.9981662,0.218980623,0.99903655,0.179105752,0.9990783,0.042936144,0.444411058,0.843449519,0.865384615,0.859375,0.981096011,0.153387131,,"On my list of Dive Bars to visit when in Las Vegas . . . and so we stopped for a quick one before heading back to our hotel.  Best part . . . I drank for free . . . because I was playing video poker.  Not a bad set-up . . . but will all the glass doors . . . you get a feeling that it is kind or small.  Though we did not eat any thing, the food smelled [[nice]].  I will most likely be back on another trip to try this place for lunch . . . only because when I am in Las Vegas . . . I like to dinner out at nicer restaurants . . . and this place has more of that homey atmosphere.","On my list of Dive Bars to visit when in Las Vegas . . . and so we stopped for a quick one before heading back to our hotel.  Best part . . . I drank for free . . . because I was playing video poker.  Not a bad set-up . . . but will all the glass doors . . . you get a feeling that it is kind or small.  Though we did not eat any thing, the food smelled [[wonderful]].  I will most likely be back on another trip to try this place for lunch . . . only because when I am in Las Vegas . . . I like to dinner out at nicer restaurants . . . and this place has more of that homey atmosphere.",4.5,2.75,1.0,3.6666666666666665
pso,yelp,117,0,1,0.823232581,0.925125926,0.94622886,0.96226925,0.788003898,0.94716907,1.618619232,0.93481654,0.361063694,0.444811699,0.841546474,0.395833333,0.409455128,0.737748608,0.150618225,,"We got takeout and it was [[wicked]] quality Mexican.  Chicken was stringy an.d tough, seasonings were very [[afoot]]. If you like this you're not serious about Mexican","We got takeout and it was [[low]] quality Mexican.  Chicken was stringy an.d tough, seasonings were very [[pedestrian]]. If you like this you're not serious about Mexican",4.333333333333333,2.25,0.0,2.3333333333333335
checklist,yelp,186,0,1,0.990319266,0.993314305,0.9938021,0.99699485,0.33128392,0.9967346,0.318477123,0.9951391,0.098599237,0.451923077,0.83994391,0.808092949,0.793669872,0.811485565,0.195836813,,"OK...So I originally gave this place 5 stars which says there is no place to go, but Walker furniture. I still think the experience of buying furniture was great there. For the most part, I love my furniture. I did research the quality of the sofa and loveseat that we bought and I still believe that was the right purchase for us. On the other hand...the recliner chair that we bought has been a problem. I [[did]] [[not]] sit in it until after it was a month old...crazy me... When I did sit in it and reclined, the frame broke. OMG! First time sitting in it (a pricey chair) and it broke. I called [[Buffy]] and they scheduled someone to come out more than one week later. I got over that. I had to stay home from work for someone to come over. What I can't get over is that they sent a person out to ""check out the situation"" He came in, looked at the chair, said, yes you have a broken frame and I'll have to call it in. They will schedule someone to come out and pick up the chair to take it back in for repair. So you ask...What am I upset about? So, so many things...#1 The person that comes to ""check out the situation"" should be prepared to take the furniture with them at that time. #2. I don't want a repaired chair which the frame was broken. #3. Now I""m going to have to take off work for someone to pick up the chair and take off work for them to return it. As I'm thinking about it and getting angry all over again, I'm going to be forced to give them 1 star instead of the three that I was going to give. (keep in mind that I originally gave them 5 stars)...They don't give you an option to say morning, afternoon or evening. They just give you a 2 hour window of when they will be there. I'm sure most of the people that shop there are working class citizens. Do they think people can take a total of four days off of work (original delivery + 3 days for repair) for something that was not the customer's fault. Well, I take that back...It was my fault. If I hadn't sat in the darn chair, it would not have broken...So, to make a long story short...Walker furniture will not be getting my NEW business EVER again. Actually, they owe me my vacation days that I have to use for buying a piece of ""suspect"" furniture.","OK...So I originally gave this place 5 stars which says there is no place to go, but Walker furniture. I still think the experience of buying furniture was great there. For the most part, I love my furniture. I did research the quality of the sofa and loveseat that we bought and I still believe that was the right purchase for us. On the other hand...the recliner chair that we bought has been a problem. I [[didn't]] sit in it until after it was a month old...crazy me... When I did sit in it and reclined, the frame broke. OMG! First time sitting in it (a pricey chair) and it broke. I called [[Walker]] and they scheduled someone to come out more than one week later. I got over that. I had to stay home from work for someone to come over. What I can't get over is that they sent a person out to ""check out the situation"" He came in, looked at the chair, said, yes you have a broken frame and I'll have to call it in. They will schedule someone to come out and pick up the chair to take it back in for repair. So you ask...What am I upset about? So, so many things...#1 The person that comes to ""check out the situation"" should be prepared to take the furniture with them at that time. #2. I don't want a repaired chair which the frame was broken. #3. Now I""m going to have to take off work for someone to pick up the chair and take off work for them to return it. As I'm thinking about it and getting angry all over again, I'm going to be forced to give them 1 star instead of the three that I was going to give. (keep in mind that I originally gave them 5 stars)...They don't give you an option to say morning, afternoon or evening. They just give you a 2 hour window of when they will be there. I'm sure most of the people that shop there are working class citizens. Do they think people can take a total of four days off of work (original delivery + 3 days for repair) for something that was not the customer's fault. Well, I take that back...It was my fault. If I hadn't sat in the darn chair, it would not have broken...So, to make a long story short...Walker furniture will not be getting my NEW business EVER again. Actually, they owe me my vacation days that I have to use for buying a piece of ""suspect"" furniture.",3.5,4.5,0.0,5.0
bae,yelp,73,0,1,0.682494467,0.907235654,0.95459425,0.9757638,0.58850376,0.9144108,1.67867604,0.96759677,0.254571276,0.44521234,0.842848558,0.495192308,0.507612179,0.887517071,0.092386488,,"Nice try on the multiple [[ways]] to prevent poor reviews.  [[instead]], try simply offering better customer service and [[ensuring]] sure that [[customer]] are [[extremely]] satisfied with how you perform your service.  Here's a link to [[some]] review for the same exact location:  -and-sons-carwash-chandler#hrid:1pFQBCxiqWU8-gYRsbzkXQ  [[yes]], poor behavior gentlemen.","Nice try on the multiple [[listing]] to prevent poor reviews.  [[Instead]], try simply offering better customer service and [[making]] sure that [[customers]] are [[truly]] satisfied with how you perform your service.  Here's a link to [[another]] review for the same exact location:  -and-sons-carwash-chandler#hrid:1pFQBCxiqWU8-gYRsbzkXQ  [[Honestly]], poor behavior gentlemen.",2.6666666666666665,3.0,0.0,4.666666666666667
bae,yelp,147,0,1,0.978826955,0.990852735,0.98786455,0.99778944,0.274374925,0.99198335,0.472233793,0.99754536,0.070066623,0.449719551,0.84364984,0.776842949,0.782051282,0.846794254,0.17611107,,"Okay I just [[love]] to say it is a beautiful place, really it is. The Interior design here is great and it was cool to see, [[considering]] this place was FAR to crowed, I mean it was crazy.     The place was divided up into a bunch of small rooms with a bar, each had unique decor and different music playing which was pretty cool.  It operates on 3 levels, the main floor which is chill and has the restaurant, the second level which has the stage and other smaller rooms and upstairs where TAO beach (TAO Beach was better) is on the roof.      We went to see Public Enemy and the downside was that the entire place is all about VIP seating and booths and if you aren't VIP you are constantly shuffled around like a farm animal AND if you paid to see a show on a tiny stage, you wont see it very easily because the only standing room is the line to the bar and back out, unless you pay for a place to sit where you can view the stage. Also as others have pointed out the people there don't really seem to care about the music they came to see either....just a brainless crowd that acts stupid.   The drinks are way [[cheaper]] and small for what you end up with.  I was in heals and not being able to sit down really pissed me off (just sayin).  It was one of those annoying stand in one of 2 million long lines to get in while everyone acts self important scenes, just to get into an over crowded and overpriced bar with no place to sit.  Overall it was an experience and I can appreciate the good points of it.  LIke seeing what we did of Public Enemy was pretty freakin cool even if the bouncers were constantly telling us we couldn't just stand there and watch the show we paid to see LOL.","Okay I just [[want]] to say it is a beautiful place, really it is. The Interior design here is great and it was cool to see, [[BUT]] this place was FAR to crowed, I mean it was crazy.     The place was divided up into a bunch of small rooms with a bar, each had unique decor and different music playing which was pretty cool.  It operates on 3 levels, the main floor which is chill and has the restaurant, the second level which has the stage and other smaller rooms and upstairs where TAO beach (TAO Beach was better) is on the roof.      We went to see Public Enemy and the downside was that the entire place is all about VIP seating and booths and if you aren't VIP you are constantly shuffled around like a farm animal AND if you paid to see a show on a tiny stage, you wont see it very easily because the only standing room is the line to the bar and back out, unless you pay for a place to sit where you can view the stage. Also as others have pointed out the people there don't really seem to care about the music they came to see either....just a brainless crowd that acts stupid.   The drinks are way [[overpriced]] and small for what you end up with.  I was in heals and not being able to sit down really pissed me off (just sayin).  It was one of those annoying stand in one of 2 million long lines to get in while everyone acts self important scenes, just to get into an over crowded and overpriced bar with no place to sit.  Overall it was an experience and I can appreciate the good points of it.  LIke seeing what we did of Public Enemy was pretty freakin cool even if the bouncers were constantly telling us we couldn't just stand there and watch the show we paid to see LOL.",3.0,4.0,0.0,2.75
alzantot,yelp,156,1,0,0.973424722,0.987600991,0.97056836,0.99780977,0.279416005,0.9924934,0.498329936,0.989409,0.145541222,0.444511218,0.844451122,0.775641026,0.758814103,0.921106887,0.199258021,,"I grew up in the area, and was a fan of Lucky Boy, and then it changed owners, and the quality sucked, so I retired its jersey.  After reading here on Yelp that Lucky Boy was back to its full [[splendour]], I had to see for myself. I hit the drive thru on a Thursday afternoon, and the service was quick, friendly, and efficient.   Getting the burger with 1,000 island dressing, and side of fries, I went home. I was very happy to learn that the burgers were better than ever! Tasty burgers, with a nice char taste, and they pay attention to [[clarification]], which is great. Tasty fresh lettuce, tomatoes, onions, piled on a grilled bun makes for a [[prodigious]] meal.   Lucky Boy v1.0 had kind of weak fries, they were trying to be fresh and simple, but they were bland and tasteless. Lucky Boy v2.0 uses frozen fries, and does a great job of cooking them perfectly.  Just an FYI, the inside of Lucky Boy is very, very small. Cute, but small, so if you have a large group, this may be a better take out spot.  I also had a strawberry malt, which was very tasty.  I look forward to putting Lucky Boy back in the rotation. I think it's really cool to have really good food, locally owned at good prices. I know the 5 Guys Vs. In-N-Out war rages on, but I will stick with Lucky Boy!","I grew up in the area, and was a fan of Lucky Boy, and then it changed owners, and the quality sucked, so I retired its jersey.  After reading here on Yelp that Lucky Boy was back to its full [[glory]], I had to see for myself. I hit the drive thru on a Thursday afternoon, and the service was quick, friendly, and efficient.   Getting the burger with 1,000 island dressing, and side of fries, I went home. I was very happy to learn that the burgers were better than ever! Tasty burgers, with a nice char taste, and they pay attention to [[details]], which is great. Tasty fresh lettuce, tomatoes, onions, piled on a grilled bun makes for a [[great]] meal.   Lucky Boy v1.0 had kind of weak fries, they were trying to be fresh and simple, but they were bland and tasteless. Lucky Boy v2.0 uses frozen fries, and does a great job of cooking them perfectly.  Just an FYI, the inside of Lucky Boy is very, very small. Cute, but small, so if you have a large group, this may be a better take out spot.  I also had a strawberry malt, which was very tasty.  I look forward to putting Lucky Boy back in the rotation. I think it's really cool to have really good food, locally owned at good prices. I know the 5 Guys Vs. In-N-Out war rages on, but I will stick with Lucky Boy!",4.5,3.0,1.0,4.666666666666667
bae,yelp,46,1,0,0.932079464,0.964577935,0.9720901,0.9937504,0.408908738,0.9866206,0.622166205,0.9907998,0.135648394,0.440504808,0.84364984,0.569711538,0.557291667,0.878196186,0.198834286,,"[[that]] shelter is [[decent]] and has generally very good, friendly people on [[basis]].  The cats and dogs appear to be treated at least as well as one might expect.  When I adopted one of my cats at this establishment, I had to return the next day to have her spayed.  They did it for free, which was great, but the [[saying]] they don't get five stars is that the desk clerk completely forgot about my cat and me, and she left us waiting as she chatted on her cell phone with a friend: she only remembered about us as she was walking out for a smoke and saw us sitting in the lobby.","[[This]] shelter is [[fantastic]] and has generally very good, friendly people on [[staff]].  The cats and dogs appear to be treated at least as well as one might expect.  When I adopted one of my cats at this establishment, I had to return the next day to have her spayed.  They did it for free, which was great, but the [[reason]] they don't get five stars is that the desk clerk completely forgot about my cat and me, and she left us waiting as she chatted on her cell phone with a friend: she only remembered about us as she was walking out for a smoke and saw us sitting in the lobby.",3.75,3.6666666666666665,1.0,3.75
alzantot,yelp,73,0,1,0.887961254,0.936021848,0.97224563,0.98253506,0.501408511,0.9812739,0.761947783,0.97864926,0.206643787,0.448217147,0.841346154,0.674679487,0.689503205,0.900414675,0.112293765,,"Nice try on the multiple listing to prevent poor reviews.  Instead, try simply [[delivers]] [[optimum]] customer service and making sure that customers are truly satisfied with how you perform your service.  Here's a link to another review for the same exact location:  -and-sons-carwash-chandler#hrid:1pFQBCxiqWU8-gYRsbzkXQ  [[Truthfully]], poor behavior gentlemen.","Nice try on the multiple listing to prevent poor reviews.  Instead, try simply [[offering]] [[better]] customer service and making sure that customers are truly satisfied with how you perform your service.  Here's a link to another review for the same exact location:  -and-sons-carwash-chandler#hrid:1pFQBCxiqWU8-gYRsbzkXQ  [[Honestly]], poor behavior gentlemen.",3.5,2.25,0.0,4.333333333333333
pso,yelp,15,1,0,0.974930803,0.987646605,0.99357295,0.98899126,0.576400012,0.9914312,0.529285581,0.949497,0.317814483,0.445612981,0.840044071,0.552083333,0.552083333,0.489912397,0.21427497,,"I had an [[horrible]] time here! I didn't have any services done, just paid $45 for the day pass. I sat in the different pools, enjoyed some tea, and just had a very relaxing hour. They provide you with everything you need - flip flops, hair cap, curling iron, hair gel, deodorant, toothpaste, etc. They were lacking the snacks department, only pretzels, bananas, apples and oranges. All the women were wearing swimsuits. I loved the multiple shower heads in the shower.","I had an [[amazing]] time here! I didn't have any services done, just paid $45 for the day pass. I sat in the different pools, enjoyed some tea, and just had a very relaxing hour. They provide you with everything you need - flip flops, hair cap, curling iron, hair gel, deodorant, toothpaste, etc. They were lacking the snacks department, only pretzels, bananas, apples and oranges. All the women were wearing swimsuits. I loved the multiple shower heads in the shower.",1.0,4.0,1.0,3.3333333333333335
alzantot,yelp,100,1,0,0.392814651,0.511111111,0.7966039,0.95608026,0.639796924,0.94150484,2.541720982,0.87970805,0.490493507,0.446213942,0.837540064,0.655448718,0.662660256,0.614418244,0.115259988,,"the pizza!! [[yah]]!   just, [[yup]].","the pizza!! [[yes]]!   just, [[yes]].",3.0,3.5,1.0,4.0
